539.512024,411.975006,1
542.241028,147.626007,2
653.468994,370.727997,0
598.585999,284.882996,1
573.062988,294.562988,1
139.570007,401.381012,6
228.970001,281.992004,6
305.747009,94.350998,7
610.617004,167.190002,1
500.450012,118.780998,2
341.804993,361.755005,5
128.582993,81.598999,7
39.105,381.265991,6
294.911987,421.480011,6
189.214005,322.730011,4
251.889008,69.384003,7
116.098999,296.382996,6
86.839996,307.89801,6
509.272003,429.165985,1
90.306999,73.486,7
269.270996,163.341995,8
137.112,289.688995,6
63.613998,406.865997,6
224.473007,92.762001,7
345.226013,306.391998,5
188.507996,282.093994,6
531.218994,468.524994,-1
47.276001,338.063995,6
543.882019,319.738007,1
379.937988,97.189003,-1
84.786003,158.792007,8
542.72998,307.096008,1
430.753998,387.63501,6
578.630005,455.946991,1
374.859009,346.17099,5
185.274002,91.510002,7
561.465027,397.192993,1
164.585999,286.822998,6
131.626999,166.382004,8
377.093994,66.892998,-1
386.608002,289.194,6
531.517029,393.152008,1
157.626999,205.548004,-1
181.292999,148.632996,8
496.5,219.106995,2
596.487,299.589996,1
545.252991,396.721985,1
388.901001,386.545013,6
512.94397,271.19101,-1
589.398987,453.752991,1
310.587006,434.139008,6
228.186005,404.265991,6
506.63501,61.938,3
90.807999,151.570999,8
506.355988,340.463989,1
253.466995,414.664001,6
572.642029,309.684998,1
456.951996,309.30899,6
656.77301,117.589996,1
99.839996,113.858002,7
536.731018,342.661987,1
563.982971,190.306,2
320.544006,334.019012,5
129.748001,415.173004,6
564.97699,405.80899,1
626.16803,325.358002,0
170.098007,278.631989,6
243.063004,441.615997,6
441.855988,166.511993,3
641.458008,402.427002,1
165.677002,258.368011,6
615.776001,123.528999,1
47.348,173.026993,8
286.177002,342.243988,-1
42.349998,154.636002,8
163.807999,359.445007,4
148.070007,264.644989,6
473.192993,318.136993,6
110.273003,148.951004,8
154.587997,342.123993,4
216.731003,284.403015,6
188.031006,106.501999,7
626.596985,408.743011,1
145.341003,168.382004,8
617.981018,186.985001,1
223.218002,98.852997,7
646.952026,121.884003,1
613.054993,198.557007,1
217.100006,353.244995,-1
238.944,336.570007,-1
476.220001,155.419998,3
169.203995,62.771,7
21.128,311.597992,6
75.241997,182.811005,8
353.394989,417.424011,6
129.201004,68.598,7
170.356995,371.300995,4
320.928009,424.826996,6
516.401978,86.344002,3
359.776001,423.584015,6
638.393982,86.559998,1
150.483002,75.369003,7
600.05603,427.462006,1
547.299988,454.506012,1
135.699997,272.295013,6
369.291992,363.919006,5
127.582001,87.001999,7
558.185974,327.880005,1
297.020996,261.791992,6
160.970993,335.471008,4
228.677002,408.656006,6
303.339996,79.885002,7
199.936996,144.559998,8
126.147003,426.477997,6
536.09198,243.266998,2
211.455994,169.444,8
628.419006,173.817001,1
555.273987,280.162994,1
284.822998,433.441986,6
205.843994,156.134995,8
252.940002,342.634003,-1
289.777008,85.092003,7
161.942001,107.855003,7
678.869995,439.984985,1
668.520996,441.214996,1
496.812988,353.347992,1
473.494995,40.794998,3
136.164993,234.908997,-1
331.536987,277.278992,6
227.753998,161.722,8
29.653999,94.833,7
59.145,134.664993,8
567.411011,281.058014,1
345.661011,333.121002,5
410.20401,399.162994,6
427.972992,313.82901,6
544.440979,446.593994,1
199.862,417.181,6
314.30899,322.428986,5
50.758999,82.452003,7
584.98999,401.860992,1
435.265991,158.348999,3
43.442001,345.700989,6
105.735001,266.322998,6
167.479004,175.306,8
154.638,357.752991,4
390.036987,278.677002,6
590.210022,288.769012,1
639.905029,111.399002,1
606.062988,138.800003,1
561.278015,295.947998,1
318.694,369.30899,5
242.164993,274.343994,6
644.638,102.209999,1
102.455002,162.998001,8
419.838989,290.972992,6
539.109009,215.755005,2
188.621994,417.372986,6
375.708008,399.623993,6
361.789001,349.989014,5
605.15802,394.075012,1
30.992001,171.520996,8
221.783005,106.579002,7
205.268997,138.574005,8
185.667999,335.604004,4
424.294006,97.509003,3
523.036011,399.070007,1
631.953003,90.276001,1
177.535004,415.957001,6
334.993011,339.56601,5
513.419983,414.022003,1
201.416,163.787994,8
75.614998,461.57901,-1
645.271973,89.614998,1
503.428986,236.263,2
312.492004,210.246994,-1
606.664001,427.973999,1
481.533997,161.421997,3
517.442017,406.076996,1
237.694,108.414001,7
447.132996,312.509003,6
522.184021,366.365997,1
428.716003,279.231995,6
657.953979,380.846008,0
125.621002,323.664001,4
203.886993,440.687012,6
138.916,419.429993,6
530.117004,253.397995,2
162.988007,421.220001,6
423.479004,292.575989,6
525.344971,249.365005,2
445.312012,133.772995,3
52.852001,51.333,-1
652.184021,369.588989,0
522.461975,396.860992,1
560.739014,344.040009,1
68.316002,152.404007,8
113.525002,399.234985,6
361.20401,261.708008,6
35.911999,370.350006,6
