660.976,304.225,0
636.213,306.174,0
662.753,307.565,0
657.487,307.74,0
635.273,308.157,0
640.484,309.592,0
660.523,309.613,0
658.759,312.594,0
674.821,315.093,0
649.17,316.174,0
631.858,316.908,0
673.506,317.648,0
637.439,318.289,0
644.003,320.565,0
622.679,320.843,0
655.504,320.916,0
626.318,321.78,0
633.245,322.492,0
678.36,323.472,0
637.081,323.619,0
653.079,324.434,0
639.035,324.523,0
680.978,324.669,0
644.647,325.905,0
652.268,326.389,0
665.755,327.567,0
675.27,327.608,0
631.213,327.95,0
643.6,328.542,0
668.535,329.06,0
658.985,329.159,0
651.423,329.337,0
646.127,329.862,0
683.672,330.534,0
666.442,331.637,0
682.478,331.858,0
640.783,333.145,0
649.948,333.168,0
663.551,333.265,0
624.463,333.342,0
645.513,334.213,0
632.527,334.935,0
639.959,335.242,0
670.422,336.607,0
647.217,340.107,0
685.94,340.389,0
620.777,341.34,0
618.936,341.409,0
679.985,341.547,0
627.324,341.603,0
639.416,342.035,0
622.928,342.459,0
662.056,342.529,0
676.484,342.75,0
642.366,345.063,0
639.621,345.609,0
630.04,346.568,0
646.7,346.681,0
625.209,346.771,0
650.768,347.282,0
672.056,347.548,0
629.259,347.766,0
654.751,347.881,0
656.628,348.501,0
660.134,348.671,0
667.984,349.415,0
642.738,349.951,0
652.024,349.986,0
671.291,350.525,0
637.791,350.903,0
649.556,351.032,0
654.517,352.398,0
659.838,353.262,0
648.966,356.048,0
669.789,357.397,0
665.373,359.929,0
624.855,360.424,0
662.42,360.72,0
626.761,363.811,0
667.14,364.033,0
637.609,364.503,0
648.763,364.824,0
638.583,365.65,0
666.254,366.738,0
653.469,370.728,0
650.43,371.572,0
661.43,372.276,0
153.879,308.064,1
178.29,308.199,1
166.838,308.485,1
153.41,309.122,1
153.636,309.867,1
148.658,310.898,1
170.83,311.777,1
181.997,312.281,1
151.534,315.214,1
158.234,316.942,1
156.903,318.774,1
131.505,318.993,1
171.829,319.959,1
188.385,321.231,1
175.094,321.902,1
149.332,322.096,1
132.401,322.735,1
150.449,322.89,1
172.762,324.576,1
178.86,324.684,1
129.898,326.107,1
140.855,327.583,1
167.174,328.263,1
163.921,328.34,1
145.897,328.558,1
180.488,328.618,1
125.823,328.684,1
154.945,329.416,1
188.031,330.014,1
174.682,330.318,1
162.439,330.402,1
128.484,330.468,1
156.03,330.695,1
187.152,331.229,1
168.092,331.83,1
129.107,332.022,1
129.6,333.61,1
158.713,334.341,1
169.774,334.662,1
191.52,334.977,1
133.87,335.02,1
160.971,335.471,1
185.668,335.604,1
200.468,335.644,1
164.317,335.97,1
142.494,336.65,1
197.979,337.757,1
192.739,338.016,1
123.22,338.794,1
132.062,338.832,1
184.485,339.211,1
162.725,339.915,1
136.333,340.328,1
167.759,340.476,1
188.627,340.491,1
166.321,342.129,1
159.853,342.331,1
193.875,342.382,1
152.072,342.404,1
197.029,342.743,1
132.796,343.359,1
176.53,343.547,1
179.363,343.574,1
178.037,343.672,1
152.655,345.182,1
165.121,345.513,1
162.034,345.997,1
125.206,346.962,1
171.972,349.879,1
191.181,349.959,1
161.773,350.404,1
168.823,350.884,1
127.327,350.908,1
182.901,351.725,1
183.617,352.579,1
175.568,353.932,1
156.466,354.278,1
159.181,354.447,1
184.109,355.875,1
144.133,356.156,1
163.283,357.159,1
174.195,357.187,1
185.038,359.301,1
146.451,359.416,1
142.978,361.95,1
134.443,361.955,1
194.452,363.123,1
144.727,363.41,1
172.193,364.859,1
142.127,365.116,1
186.492,366.136,1
163.71,366.165,1
154.581,366.177,1
141.478,367.346,1
139.807,367.959,1
147.813,369.185,1
138.191,369.528,1
156.592,370.709,1
138.571,371.407,1
176.65,371.485,1
157.497,371.658,1
183.168,372.223,1
170.311,372.819,1
181.366,373.854,1
151.856,375.167,1
165.883,375.174,1
177.629,375.408,1
155.613,377.032,1
152.479,377.285,1
155.358,377.929,1
179.727,378.364,1
147.366,379.114,1
162.91,380.567,1
