992.690086,start log,,,
997.953892,reading_data,,2.3550987243652344,
999.857426,normalization_time,,0.03504753112792969,
2.078295,Eps_time,0,0.33211708068847656,
5.041361,|Eps_neighbors|,0, 30,
7.259846,Eps_neighbor_id,0,,0;19;33;36;40;41;43;46;49;64;102;103;112;115;119;125;128;129;135;136;146;166;170;171;176;178;180;181;194;198
10.243416,similarity_calculation, 0, 1,
12.620211,Eps_time,19,0.4143714904785156,
14.703989,|Eps_neighbors|,19, 20,
17.166853,Eps_neighbor_id,19,,0;18;19;24;26;33;40;43;49;103;108;115;119;128;136;166;170;171;178;194
19.361496,similarity_calculation, 19, 1,
21.859884,Eps_time,18,0.3464221954345703,
25.149584,|Eps_neighbors|,18, 16,
27.444124,Eps_neighbor_id,18,,18;19;24;26;32;33;43;49;103;108;115;128;136;170;171;178
30.107021,similarity_calculation, 18, 1,
32.624483,Eps_time,24,0.3826618194580078,
34.485817,|Eps_neighbors|,24, 14,
36.180019,Eps_neighbor_id,24,,18;19;24;26;32;34;43;103;108;128;133;136;159;171
38.604975,similarity_calculation, 24, 1,
42.566538,Eps_time,26,0.7677078247070312,
44.710398,|Eps_neighbors|,26, 14,
46.798706,Eps_neighbor_id,26,,18;19;24;26;32;34;43;103;108;128;133;136;170;171
48.899889,similarity_calculation, 26, 1,
51.119328,Eps_time,32,0.29206275939941406,
53.185463,|Eps_neighbors|,32, 12,
54.881811,Eps_neighbor_id,32,,18;24;26;32;34;103;108;128;133;134;159;192
57.156086,similarity_calculation, 32, 1,
59.298038,Eps_time,34,0.2970695495605469,
61.356783,|Eps_neighbors|,34, 11,
63.278198,Eps_neighbor_id,34,,24;26;32;34;47;105;108;133;134;159;192
65.385818,similarity_calculation, 34, 1,
68.112135,Eps_time,47,0.9622573852539062,
70.541382,|Eps_neighbors|,47, 13,
72.416306,Eps_neighbor_id,47,,10;34;47;62;105;133;134;138;144;158;159;169;192
74.445248,similarity_calculation, 47, 1,
77.034235,Eps_time,10,0.3075599670410156,
79.061031,|Eps_neighbors|,10, 12,
80.916166,Eps_neighbor_id,10,,10;47;59;62;105;134;138;144;152;158;169;192
82.582712,similarity_calculation, 10, 1,
84.572315,Eps_time,59,0.3306865692138672,
86.681604,|Eps_neighbors|,59, 11,
88.621855,Eps_neighbor_id,59,,6;10;59;73;83;94;99;144;151;152;158
90.296268,similarity_calculation, 59, 1,
92.513561,Eps_time,6,0.36406517028808594,
94.205141,|Eps_neighbors|,6, 13,
97.003937,Eps_neighbor_id,6,,6;38;42;59;73;78;80;83;94;97;99;151;152
98.849535,similarity_calculation, 6, 1,
101.202726,Eps_time,38,0.27871131896972656,
103.034019,|Eps_neighbors|,38, 12,
104.948521,Eps_neighbor_id,38,,6;38;42;73;78;80;83;94;97;99;120;151
106.614590,similarity_calculation, 38, 1,
109.144926,Eps_time,42,0.3058910369873047,
110.907078,|Eps_neighbors|,42, 11,
