point_id,x,y,point_type,CId,# of distance/similarity calculations
0,0.7241379310344828,0.6896551724137931,1,1,4.0
1,0.8342191746462443,0.5514330137492123,1,1,4.0
2,0.6246950475544242,0.7808688094430303,1,1,4.0
3,0.9941830955390241,0.10770316868339427,1,2,4.0
4,0.9916556173432377,0.1289152302546209,1,2,4.0
5,0.3442546491584232,0.9388763158866086,1,1,4.0
6,0.0,1.0,1,1,4.0
7,0.7682212795973759,0.6401843996644799,1,1,4.0
8,0.9879710502203548,0.15463894699101205,1,2,4.0
9,0.9958932064677039,0.09053574604251853,1,2,4.0
10,1.0,0.0,1,2,4.0
11,0.5547001962252291,0.8320502943378437,1,1,4.0
